metagenome	level 1	level 2	level 3	function	abundance	avg eValue	avg % ident	avg align len	# hits	
mmetsp1433	RNA Metabolism	RNA processing and modification	rRNA modification Archaea	N1-specific pseudouridine methyltransferase NEP1, biosynthesis of m1acp3-psi in 18S/16S rRNA in Eukaryotes and Archaea	1	-37	66.97	109	1	
QPX_v15	RNA Metabolism	RNA processing and modification	rRNA modification Archaea	N1-specific pseudouridine methyltransferase NEP1, biosynthesis of m1acp3-psi in 18S/16S rRNA in Eukaryotes and Archaea	1	-37	66.97	109	1	
mmetsp98	RNA Metabolism	RNA processing and modification	rRNA modification Archaea	N1-specific pseudouridine methyltransferase NEP1, biosynthesis of m1acp3-psi in 18S/16S rRNA in Eukaryotes and Archaea	1	-37	66.97	109	1	
mmetsp992	RNA Metabolism	RNA processing and modification	rRNA modification Archaea	N1-specific pseudouridine methyltransferase NEP1, biosynthesis of m1acp3-psi in 18S/16S rRNA in Eukaryotes and Archaea	1	-37	66.97	109	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	rRNA modification Archaea	N1-specific pseudouridine methyltransferase NEP1, biosynthesis of m1acp3-psi in 18S/16S rRNA in Eukaryotes and Archaea	2	-37	66.97	109	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	rRNA modification Bacteria	Ribosomal RNA large subunit methyltransferase N (EC 2.1.1.-)	1	-13	60.34	58	1	
QPX_v15	RNA Metabolism	RNA processing and modification	rRNA modification Bacteria	Ribosomal RNA large subunit methyltransferase N (EC 2.1.1.-)	1	-13	60.34	58	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	5-carboxymethyl uridine and 5-carboxymethyl 2-thiouridine methyltransferase	2	-10.5	67.14	47.5	2	
QPX_v15	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	5-carboxymethyl uridine and 5-carboxymethyl 2-thiouridine methyltransferase	2	-10.5	67.14	47.5	2	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	5-carboxymethyl uridine and 5-carboxymethyl 2-thiouridine methyltransferase	2	-10.5	67.14	47.5	2	
mmetsp992	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	5-carboxymethyl uridine and 5-carboxymethyl 2-thiouridine methyltransferase	2	-10.5	67.14	47.5	2	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	5-carboxymethyl uridine and 5-carboxymethyl 2-thiouridine methyltransferase	3	-10.33	69.15	45.33	2	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	Asparaginyl-tRNA synthetase (EC 6.1.1.22)	2	-32	64.18	100	2	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	Asparaginyl-tRNA synthetase (EC 6.1.1.22)	1	-43	65.35	127	1	
mmetsp992	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	Asparaginyl-tRNA synthetase (EC 6.1.1.22)	2	-24	70.86	73	2	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	Asparaginyl-tRNA synthetase (EC 6.1.1.22)	2	-32	64.18	100	2	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	COG1720: Uncharacterized conserved protein	2	-5.5	68.72	32	2	
QPX_v15	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	COG1720: Uncharacterized conserved protein	2	-5.5	68.72	32	2	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	COG1720: Uncharacterized conserved protein	2	-5.5	68.72	32	2	
mmetsp992	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	COG1720: Uncharacterized conserved protein	2	-5.5	68.72	32	2	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	COG1720: Uncharacterized conserved protein	2	-5.5	68.72	32	2	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	Cysteine desulfurase (EC 2.8.1.7)	4	-47.25	69.86	131.25	4	
QPX_v15	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	Cysteine desulfurase (EC 2.8.1.7)	2	-80.5	65.74	212	2	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	Cysteine desulfurase (EC 2.8.1.7)	4	-47.25	69.86	131.25	4	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	Cysteine desulfurase (EC 2.8.1.7)	5	-36.8	70.66	104.8	5	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	Cysteine desulfurase (EC 2.8.1.7), IscS subfamily	1	-150	68.01	372	1	
QPX_v15	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	Cysteine desulfurase (EC 2.8.1.7), IscS subfamily	1	-150	68.01	372	1	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	Cysteine desulfurase (EC 2.8.1.7), IscS subfamily	1	-150	68.01	372	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	Cysteine desulfurase (EC 2.8.1.7), IscS subfamily	1	-150	68.01	372	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	Fe-S OXIDOREDUCTASE (1.8.-.-) Wyeosine biosynthesis	1	-58	68.63	153	1	
QPX_v15	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	Fe-S OXIDOREDUCTASE (1.8.-.-) Wyeosine biosynthesis	1	-58	68.63	153	1	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	Fe-S OXIDOREDUCTASE (1.8.-.-) Wyeosine biosynthesis	1	-58	68.63	153	1	
mmetsp992	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	Fe-S OXIDOREDUCTASE (1.8.-.-) Wyeosine biosynthesis	1	-13	60	50	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	Fe-S OXIDOREDUCTASE (1.8.-.-) Wyeosine biosynthesis	2	-34	64.02	98.5	2	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	Iron-sulfur cluster assembly scaffold protein IscU	1	-58	85.04	127	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	Thiamine biosynthesis protein ThiI	1	-16	65.57	61	1	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	Thiamine biosynthesis protein ThiI	1	-16	65.57	61	1	
mmetsp992	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	Thiamine biosynthesis protein ThiI	1	-16	65.57	61	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	Thiamine biosynthesis protein ThiI	4	-13.75	65.85	55.5	2	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	tRNA (Uracil54-C5-)-methyltransferase (EC 2.1.1.35)	1	-6	69.7	33	1	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	tRNA (Uracil54-C5-)-methyltransferase (EC 2.1.1.35)	1	-6	69.7	33	1	
mmetsp992	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	tRNA (Uracil54-C5-)-methyltransferase (EC 2.1.1.35)	1	-6	69.7	33	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	tRNA (Uracil54-C5-)-methyltransferase (EC 2.1.1.35)	1	-6	69.7	33	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	tRNA pseudouridine 13 synthase (EC 4.2.1.-)	1	-7	61.7	47	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	tRNA pseudouridine synthase A (EC 4.2.1.70)	2	-10	67.48	49	2	
QPX_v15	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	tRNA pseudouridine synthase A (EC 4.2.1.70)	3	-8.67	65.5	45.67	3	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	tRNA pseudouridine synthase A (EC 4.2.1.70)	2	-10	67.48	49	2	
mmetsp992	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	tRNA pseudouridine synthase A (EC 4.2.1.70)	1	-8	68.29	41	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	tRNA pseudouridine synthase A (EC 4.2.1.70)	2	-10	67.48	49	2	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	tRNA(Cytosine32)-2-thiocytidine synthetase	1	-61	64	175	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	tRNA(Cytosine32)-2-thiocytidine synthetase	3	-61	64	175	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	tRNA-i(6)A37 methylthiotransferase	2	-37.5	63.24	117	2	
QPX_v15	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	tRNA-i(6)A37 methylthiotransferase	1	-27	63.16	95	1	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	tRNA-i(6)A37 methylthiotransferase	2	-37.5	63.24	117	2	
mmetsp992	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	tRNA-i(6)A37 methylthiotransferase	2	-37.5	63.24	117	2	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Archaea	tRNA-i(6)A37 methylthiotransferase	2	-37.5	63.24	117	2	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Cysteine desulfurase (EC 2.8.1.7)	4	-47.25	69.86	131.25	4	
QPX_v15	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Cysteine desulfurase (EC 2.8.1.7)	2	-80.5	65.74	212	2	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Cysteine desulfurase (EC 2.8.1.7)	4	-47.25	69.86	131.25	4	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Cysteine desulfurase (EC 2.8.1.7)	5	-36.8	70.66	104.8	5	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Cysteine desulfurase (EC 2.8.1.7), IscS subfamily	1	-150	68.01	372	1	
QPX_v15	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Cysteine desulfurase (EC 2.8.1.7), IscS subfamily	1	-150	68.01	372	1	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Cysteine desulfurase (EC 2.8.1.7), IscS subfamily	1	-150	68.01	372	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Cysteine desulfurase (EC 2.8.1.7), IscS subfamily	1	-150	68.01	372	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	FIG137478: Hypothetical protein	1	-14	66.67	60	1	
QPX_v15	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	FIG137478: Hypothetical protein	1	-14	66.67	60	1	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	FIG137478: Hypothetical protein	1	-14	66.67	60	1	
mmetsp992	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	FIG137478: Hypothetical protein	1	-14	66.67	60	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	FIG137478: Hypothetical protein	1	-14	66.67	60	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Ferredoxin, 2Fe-2S	2	-22	60.45	78.5	2	
QPX_v15	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Ferredoxin, 2Fe-2S	1	-32	63.27	98	1	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Ferredoxin, 2Fe-2S	2	-22	60.45	78.5	2	
mmetsp992	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Ferredoxin, 2Fe-2S	2	-18.5	62.12	69.5	2	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Ferredoxin, 2Fe-2S	2	-25.33	61.39	85	2	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	GTP cyclohydrolase I (EC 3.5.4.16) type 1	1	-64	66.28	172	1	
QPX_v15	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	GTP cyclohydrolase I (EC 3.5.4.16) type 1	1	-64	66.28	172	1	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	GTP cyclohydrolase I (EC 3.5.4.16) type 1	1	-64	66.28	172	1	
mmetsp992	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	GTP cyclohydrolase I (EC 3.5.4.16) type 1	1	-64	66.28	172	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	GTP cyclohydrolase I (EC 3.5.4.16) type 1	1	-64	66.28	172	1	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Iron-sulfur cluster assembly scaffold protein IscU	1	-58	85.04	127	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Selenide,water dikinase (EC 2.7.9.3)	1	-19	61.97	71	1	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Selenide,water dikinase (EC 2.7.9.3)	1	-19	61.97	71	1	
mmetsp992	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Selenide,water dikinase (EC 2.7.9.3)	1	-19	61.97	71	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Selenide,water dikinase (EC 2.7.9.3)	1	-19	61.97	71	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Selenophosphate-dependent tRNA 2-selenouridine synthase	1	-12	61.67	60	1	
QPX_v15	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Selenophosphate-dependent tRNA 2-selenouridine synthase	1	-12	61.67	60	1	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Selenophosphate-dependent tRNA 2-selenouridine synthase	1	-12	61.67	60	1	
mmetsp992	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Selenophosphate-dependent tRNA 2-selenouridine synthase	1	-12	61.67	60	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Selenophosphate-dependent tRNA 2-selenouridine synthase	1	-12	61.67	60	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Thiamine biosynthesis protein ThiI	1	-16	65.57	61	1	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Thiamine biosynthesis protein ThiI	1	-16	65.57	61	1	
mmetsp992	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Thiamine biosynthesis protein ThiI	1	-16	65.57	61	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Thiamine biosynthesis protein ThiI	4	-13.75	65.85	55.5	2	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA (5-methoxyuridine) 34 synthase	1	-22	63.77	69	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA (5-methoxyuridine) 34 synthase	1	-22	63.77	69	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	1	-21	67.57	74	1	
mmetsp992	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	1	-21	67.57	74	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	1	-21	67.57	74	1	
QPX_v15	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA (Guanosine18-2'-O-) -methyltransferase (EC 2.1.1.34)	1	-25	61.11	90	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA (Uracil54-C5-)-methyltransferase (EC 2.1.1.35)	1	-6	69.7	33	1	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA (Uracil54-C5-)-methyltransferase (EC 2.1.1.35)	1	-6	69.7	33	1	
mmetsp992	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA (Uracil54-C5-)-methyltransferase (EC 2.1.1.35)	1	-6	69.7	33	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA (Uracil54-C5-)-methyltransferase (EC 2.1.1.35)	1	-6	69.7	33	1	
QPX_v15	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA (cytosine34-2'-O-)-methyltransferase (EC 2.1.1.-)	1	-22	62.03	79	1	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA (cytosine34-2'-O-)-methyltransferase (EC 2.1.1.-)	1	-12	80	40	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA pseudouridine 13 synthase (EC 4.2.1.-)	1	-7	61.7	47	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA pseudouridine synthase A (EC 4.2.1.70)	2	-10	67.48	49	2	
QPX_v15	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA pseudouridine synthase A (EC 4.2.1.70)	3	-8.67	65.5	45.67	3	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA pseudouridine synthase A (EC 4.2.1.70)	2	-10	67.48	49	2	
mmetsp992	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA pseudouridine synthase A (EC 4.2.1.70)	1	-8	68.29	41	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA pseudouridine synthase A (EC 4.2.1.70)	2	-10	67.48	49	2	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA pseudouridine synthase B (EC 4.2.1.70)	1	-7	65.79	38	1	
QPX_v15	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA pseudouridine synthase B (EC 4.2.1.70)	1	-7	65.79	38	1	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA pseudouridine synthase B (EC 4.2.1.70)	1	-7	65.79	38	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA pseudouridine synthase B (EC 4.2.1.70)	1	-7	65.79	38	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA(Cytosine32)-2-thiocytidine synthetase	1	-61	64	175	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA(Cytosine32)-2-thiocytidine synthetase	3	-61	64	175	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA-guanine transglycosylase (EC 2.4.2.29)	1	-7	60.98	41	1	
QPX_v15	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA-guanine transglycosylase (EC 2.4.2.29)	1	-9	70.73	41	1	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA-guanine transglycosylase (EC 2.4.2.29)	1	-14	72.92	48	1	
mmetsp992	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA-guanine transglycosylase (EC 2.4.2.29)	1	-14	72.92	48	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA-guanine transglycosylase (EC 2.4.2.29)	1	-14	72.92	48	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA-i(6)A37 methylthiotransferase	2	-37.5	63.24	117	2	
QPX_v15	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA-i(6)A37 methylthiotransferase	1	-27	63.16	95	1	
mmetsp98	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA-i(6)A37 methylthiotransferase	2	-37.5	63.24	117	2	
mmetsp992	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA-i(6)A37 methylthiotransferase	2	-37.5	63.24	117	2	
mmetsp1002	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA-i(6)A37 methylthiotransferase	2	-37.5	63.24	117	2	
mmetsp1433	RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA-specific adenosine-34 deaminase (EC 3.5.4.-)	1	-9	61.36	44	1	
